업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률
서양식,비밀더비스트로(BMEAL THE BISTRO),41,8,292741 ,"104500",12,0
서양식,맨인더키친(MAN IN THE KITCHEN),116,7,682373 ,"256900",28,0
서양식,스파게티스토리,130,42,236612 ,"50620",40,0
서양식,동성로매콩돈까스와 냉면,95,7,300608 ,"75480",0,28
서양식,마녀주방,48,5,703593 ,"275700",40,0
서양식,돈까스 BROS,36,6,358206 ,"87150",50,0
서양식,웰돈까츠,28,56,41539 ,"34100",98,0
서양식,루스트플레이스,95,14,1124370 ,"492800",7,0
서양식,딜스테이크,28,36,121775 ,"46100",91,13
서양식,롤링파스타,23,18,1106119 ,"125010",100,0
서양식,플라잉볼,78,21,188324 ,"134250",14,23
서양식,스탠딩스테이크,57,43,147343 ,"53270",39,20
서양식,봉대박스파게티,141,30,239656 ,"141650",3,20
서양식,아날로그키친,62,5,524684 ,"90650",0,20
서양식,서가앤쿡,119,85,941243 ,"221600",5,3
서양식,미태리,29,25,284462 ,"91152",84,0
서양식,행복이있는그곳돈까스식당,52,10,53193 ,"65030",30,40
서양식,모모스테이크,99,43,270400 ,"79000",4,48
서양식,쑝쑝돈까스,49,63,280885 ,"60069",55,7
서양식,컨트리맨즈,71,19,727436 ,"368640",26,21
서양식,정든밤,25,5,407680 ,"85800",100,0
서양식,롱브레드,115,5,637382 ,"217730",20,40
서양식,쏘렌토,341,7,356250 ,"194700",0,0
서양식,아인방,71,6,1039751 ,"439000",16,16
서양식,미쿡식당,40,5,604523 ,"129960",20,20
서양식,닐리스(Nilli's),64,7,255865 ,"195740",14,14
서양식,닐리,176,27,379041 ,"101700",0,18
서양식,헌터스문,60,5,341287 ,"143100",0,40
서양식,스파게티스토리까르보네,112,31,185999 ,"104740",3,16
서양식,헝그리브라더스,34,14,205970 ,"51610",78,28
서양식,안디아모티볼리 (Andiamo Tivoli),26,5,524551 ,"160100",100,0
서양식,뜨돈(DD'DON),52,10,656652 ,"115200",20,0
서양식,스푼필라프,36,31,177282 ,"38500",38,25
서양식,파스토보이(pastoboy),55,20,310007 ,"50070",25,30
서양식,수페부엌,88,5,508923 ,"133450",20,0
서양식,샤이바나,117,13,532985 ,"163600",0,100
서양식,홍익돈까스,121,96,722247 ,"199470",10,5
기타 외국식,램플러스,58,22,312425 ,"66000",4,31
기타 외국식,다구오,43,9,330980 ,"62800",11,11
기타 외국식,호아빈,210,28,322643 ,"132650",3,39
기타 외국식,일공공샤브,41,17,505428 ,"185400",47,0
기타 외국식,생어거스틴,98,23,816351 ,"184250",0,30
기타 외국식,부리또인,61,14,225662 ,"46200",21,7
기타 외국식,리틀파파포(Little PAPA Pho),91,10,263418 ,"137500",10,10
기타 외국식,더램(THE램),72,9,311596 ,"94850",11,11
기타 외국식,Emoi(에머이),53,76,465465 ,"92835",5,42
기타 외국식,유생촌,92,11,1111425 ,"385300",9,36
기타 외국식,리틀하노이(LittleHANOI),51,41,134245 ,"60326",17,39
기타 외국식,핵스테이크,56,23,209672 ,"63500",47,52
기타 외국식,후라이드참잘하는집,48,178,446688 ,"35600",23,0
기타 외국식,반포식스,99,15,686690 ,"185400",0,0
기타 외국식,포앤반(PHO&BANH),45,4,119829 ,"60850",0,100
기타 외국식,그릴타이,89,10,557781 ,"160100",0,0
기타 외국식,르번미(Lebunmie),69,10,349049 ,"97700",10,20
기타 외국식,쏭스클럽핫도그,77,54,57259 ,"52500",9,7
기타 외국식,포트리스,18,21,123084 ,"76800",100,0
기타 외국식,포보스,104,10,293551 ,"141400",0,20
기타 외국식,철판떼기,35,10,81956 ,"72300",80,70
기타 외국식,영칼로리 쌀국수,29,26,38475 ,"27280",92,7
기타 외국식,베트남노상식당,56,28,241385 ,"58980",14,53
기타 외국식,PHO38,58,5,172008 ,"41572",20,100
기타 외국식,아리가또맘마,120,50,209750 ,"59312",34,42
기타 외국식,도스타코스,173,12,255207 ,"105000",0,0
기타 외국식,토마틸로,62,6,476796 ,"244350",0,33
기타 외국식,엉클인더키친,23,2,541812 ,"81650",100,0
기타 외국식,미분당,38,19,445768 ,"100920",47,0
기타 외국식,월남국수,47,7,134002 ,"53370",0,100
기타 외국식,하와이새우트럭,54,12,203751 ,"136600",16,41
기타 외국식,달링스테이크,38,5,254023 ,"64606",40,0
기타 외국식,분짜라붐,43,8,480695 ,"175000",0,100
기타 외국식,하노이포베트남쌀국수,38,5,129027 ,"64250",0,20
기타 외국식,그린하노이,131,6,436436 ,"289700",0,16
기타 외국식,월면가,45,7,100481 ,"67350",57,14
기타 외국식,노량진의 전설 미스사이공(miss420),66,208,188662 ,"59250",10,42
기타 외국식,사이공본가,11,16,358104 ,"62260",100,0
기타 외국식,나이쏘이(NAISOI),39,6,192123 ,"154900",33,0
기타 외국식,도스마스,115,36,177540 ,"68000",0,27
기타 외국식,메콩타이,135,30,555096 ,"135215",10,6
기타 외국식,경성양꼬치,101,36,274486 ,"72300",2,16
기타 외국식,포로이,142,10,233099 ,"76000",10,40
기타 외국식,미각양꼬치,51,39,356849 ,"82200",7,10
패스트푸드,팔팔핫도그,52,32,153267 ,"25700",12,28
패스트푸드,죠샌드위치앤커피,226,46,136824 ,"104000",13,17
패스트푸드,코끼리가반한핫도그,45,9,74213 ,"36800",44,33
패스트푸드,비스트로피자,40,39,259772 ,"62070",51,5
패스트푸드,미스터톡톡(Mr TokTok),68,6,348572 ,"51100",0,83
패스트푸드,자니로켓,51,7,330607 ,"227195",14,14
패스트푸드,더제이케이 키친박스,105,9,357724 ,"128180",11,22
패스트푸드,버거킹(Burger King),434,101,981168 ,"551840",1,0
패스트푸드,메이젠,31,47,193943 ,"71600",61,21
패스트푸드,벅스리아,121,8,37964 ,"52800",37,12
패스트푸드,버거307,76,15,173907 ,"66250",20,6
패스트푸드,피치버'S,33,17,182962 ,"38200",64,35
패스트푸드,토스피아,176,59,94002 ,"48970",11,64
패스트푸드,밀플랜비,70,19,288812 ,"72300",26,5
패스트푸드,롯데리아,488,1211,676866 ,"387956",3,2
패스트푸드,마녀돈앤파스타,48,13,197363 ,"20600",30,7
패스트푸드,미스앤미스터포테이토,135,16,176795 ,"94950",12,25
패스트푸드,퀴즈노스서브,177,73,255199 ,"163349",23,16
패스트푸드,스테프핫도그,227,49,123642 ,"92917",18,38
패스트푸드,뉴욕버거,100,80,212159 ,"102204",17,8
패스트푸드,에그셀런트,25,32,216081 ,"117950",100,0
패스트푸드,웰덤치킨,34,91,130467 ,"34550",24,19
패스트푸드,호봉토스트,190,14,173814 ,"25750",7,28
패스트푸드,쑤와리질러,66,17,158336 ,"57150",41,29
패스트푸드,뉴욕핫도그앤커피,215,137,43419 ,"68780",34,21
패스트푸드,마미쿡,68,12,146472 ,"118600",25,33
패스트푸드,파파이스,312,39,356513 ,"212820",0,38
패스트푸드,지정환피자,256,74,145329 ,"62000",2,8
패스트푸드,델리랩 (Delilab),47,13,188137 ,"69900",46,61
패스트푸드,쉐이크포테이토,110,5,136056 ,"38180",0,20
패스트푸드,피제리아 나인로드,81,16,532499 ,"494500",0,0
치킨,맛데이,149,13,88628 ,"74500",0,100
치킨,아이러브피자&치킨,32,22,286563 ,"55000",40,13
치킨,굽네치킨,192,1026,314455 ,"85145",2,1
치킨,부어치킨,190,349,117665 ,"33480",24,24
치킨,계림원누릉지통닭구이,96,40,256194 ,"93050",40,17
치킨,DK Chicken (디케이치킨),38,86,198937 ,"46500",91,3
치킨,박군치킨,103,99,79775 ,"70200",18,19
치킨,오부장치킨,69,37,224020 ,"29100",13,8
치킨,치킨퐁,152,31,246834 ,"103462",3,35
치킨,티바두마리치킨,228,307,136773 ,"30250",22,14
치킨,꾸브라꼬 숯불 두마리 치킨,55,42,274658 ,"33880",59,7
치킨,닭장수후라이드和,32,40,230146 ,"71500",35,0
치킨,디디치킨(DD치킨),214,169,155751 ,"38550",11,33
치킨,충만치킨,85,156,258391 ,"99850",6,20
치킨,이춘봉인생치킨,51,83,171188 ,"48730",57,6
치킨,치킨플러스,55,370,189353 ,"33148",42,14
치킨,처갓집플러스케이준치킨,177,16,219469 ,"31250",0,12
치킨,처갓집양념치킨,456,1134,215716 ,"26850",18,8
치킨,푸라닭,73,241,419394 ,"58740",31,2
치킨,쌀통닭,94,91,172419 ,"62000",6,23
치킨,투가이즈(TWO GUYS),62,19,225569 ,"47630",68,0
치킨,오태식해바라기치킨,26,49,79966 ,"36650",100,0
치킨,오븐에빠진닭,152,97,232348 ,"106590",6,24
치킨,깐부치킨,173,201,441892 ,"108000",8,11
치킨,치칵치칵,33,10,340890 ,"51930",60,0
치킨,치요남치킨,37,158,256986 ,"33000",60,1
치킨,쌀쌀맞은닭,78,32,173002 ,"85840",28,12
치킨,94번가,95,22,183251 ,"109450",4,40
치킨,별별치킨,135,10,134961 ,"49500",20,50
치킨,놀부옛날통닭,68,43,113330 ,"69934",41,30
치킨,깜꼬치킨,66,22,50374 ,"41100",31,0
치킨,미쳐버린파닭,169,85,103652 ,"28100",4,14
치킨,닭꾸버,44,10,103784 ,"30850",30,0
치킨,또래오래,214,657,122986 ,"33226",9,10
치킨,콩닥콩닭,75,8,129107 ,"24100",0,12
치킨,땅땅치킨,202,279,178079 ,"62500",13,15
치킨,치킨89(치킨팔구),74,25,172837 ,"40650",52,12
치킨,오븐마루,74,151,219686 ,"51700",17,17
치킨,양계장집아들,61,55,144457 ,"59230",14,18
치킨,멕시카나,376,841,208572 ,"28516",12,6
치킨,두레옛날통닭,22,8,299239 ,"29700",100,0
치킨,테트리스찜닭,52,100,181923 ,"13100",68,6
치킨,부여통닭,57,22,220814 ,"48960",27,18
치킨,자담치킨,84,238,247495 ,"41250",34,16
치킨,치킨678,118,80,190033 ,"110779",0,36
치킨,불로만치킨바베큐,275,150,114338 ,"67550",5,4
치킨,안심치킨,60,28,148118 ,"95950",28,35
치킨,치킨매니아,160,182,173407 ,"93840",10,18
치킨,달봉이치킨,66,34,205254 ,"41500",79,20
치킨,징기스칸치킨,222,20,61481 ,"24750",10,0
치킨,서개미치킨,75,6,114396 ,"67550",16,0
치킨,치킨멤버,89,30,112394 ,"23500",36,36
치킨,김스타치킨,58,49,208524 ,"77350",32,18
치킨,오리지널 팔칠(87')닭강정,62,20,122396 ,"38500",35,15
치킨,one&two깻잎두마리치킨 (원앤투깻잎두마리치킨),47,20,11530 ,"29270",100,100
치킨,호식이두마리치킨,314,797,240091 ,"29300",4,8
치킨,대한맥주집,61,12,246175 ,"88000",16,16
치킨,브이에프씨치킨파티(VFC치킨파티),122,76,82929 ,"13550",25,3
치킨,정직한통닭,64,13,95442 ,"60575",7,15
치킨,만땅치킨,47,54,81415 ,"36650",31,24
치킨,꾸꾸루꾸바베큐,134,44,146753 ,"56268",9,79
치킨,엠에프씨 멕시칸치킨(MFC 멕시칸치킨),37,6,130494 ,"35800",16,33
치킨,후라이드바삭킹,26,23,274827 ,"30800",100,0
치킨,상문이두마리숯불양념치킨,166,30,137117 ,"28550",6,10
치킨,수준이 다른 치킨,41,14,406900 ,"68800",64,7
치킨,전국3대치킨 오성통닭,66,10,178933 ,"68800",40,10
치킨,맛있게매운(빨석구)빨간석쇠구이,71,22,249227 ,"46450",45,18
치킨,굽는치킨,172,18,44580 ,"14520",0,22
치킨,불촌두마리치킨,217,14,51060 ,"21800",7,35
치킨,위드치킨,202,30,36763 ,"32500",3,30
치킨,One&Two깻잎두마리치킨,26,17,292979 ,"29270",100,0
치킨,치킨삼파전,131,28,156371 ,"28620",35,14
치킨,하우스홀드,187,21,62876 ,"44300",0,9
치킨,장모님치킨,377,131,83507 ,"44340",3,7
치킨,깜닭치킨,156,15,241551 ,"50000",13,6
치킨,치킨연구소,36,6,52041 ,"57100",0,100
치킨,치킨선생,40,22,369260 ,"37640",50,9
치킨,종국이두마리치킨,214,56,156839 ,"17400",7,16
치킨,림스치킨,524,53,83123 ,"51000",7,7
치킨,치순이통닭,33,30,138278 ,"55000",46,3
치킨,다코기,36,7,396993 ,"81320",28,0
치킨,필바든치킨,90,8,137979 ,"36600",0,37
치킨,조선의 옛날통닭,80,34,74977 ,"44030",5,11
치킨,Mr.짱닭치킨,110,48,204522 ,"38015",12,12
치킨,본가옛날통닭,54,6,189107 ,"57000",0,16
치킨,명동닭튀김,39,18,112515 ,"72346",16,11
치킨,닭권브이,133,9,54421 ,"32300",0,11
치킨,김순례 닭강정,37,13,251266 ,"44200",69,0
치킨,마슬랜,129,13,174232 ,"43700",23,7
치킨,지붕위에,123,10,34400 ,"38850",0,40
치킨,오븐에 꾸운 닭,138,161,168122 ,"137200",3,13
치킨,해뜰닭,126,6,39164 ,"32305",50,16
치킨,그시절옛날통닭,48,8,68750 ,"44570",0,12
치킨,몽키스비어,38,9,192631 ,"68210",0,22
치킨,꼬꼬아찌,255,75,180420 ,"42110",2,36
치킨,사쿠사쿠,104,37,171913 ,"44490",2,18
치킨,더후라이팬치킨클럽,80,2,183919 ,"49698",0,50
치킨,더후라이팬 후라이드 치킨,155,12,183989 ,"64350",0,66
치킨,누나홀닭,117,176,372715 ,"69311",21,4
치킨,추닭집,59,36,259166 ,"35540",69,5
치킨,칠칠켄터키,77,7,461980 ,"83300",28,0
치킨,8800켄터키치킨,81,61,218658 ,"32800",19,3
치킨,김군네통닭집,101,10,381672 ,"49840",50,20
치킨,김성구의성마늘치킨,69,20,75955 ,"47500",35,5
치킨,아이벗치킨,75,30,130255 ,"36100",30,10
치킨,대박나자 부자치킨,55,16,87481 ,"24200",25,0
치킨,60계,64,440,526522 ,"97700",41,0
치킨,더썬치킨,64,16,130824 ,"37525",12,81
치킨,소담치킨,109,20,117295 ,"58100",15,40
치킨,큰통치킨,180,34,51029 ,"22220",2,2
치킨,치킨주막,143,24,236999 ,"49500",0,16
치킨,호치킨,135,175,327875 ,"56608",7,10
치킨,야들리애,155,31,203884 ,"124220",9,32
치킨,바보스,66,53,89922 ,"70840",1,26
치킨,꿀닭,107,23,50463 ,"67350",4,8
치킨,땡큐맘치킨,136,21,147396 ,"49400",0,28
치킨,신통치킨,158,256,55160 ,"39700",11,16
치킨,바른치킨,69,170,320278 ,"49400",18,11
치킨,꼬꼬봉투통닭,48,10,51093 ,"33450",50,50
치킨,한앤둘치킨,138,32,184048 ,"74160",18,12
치킨,맛닭꼬,128,147,295314 ,"65850",7,11
치킨,네네치킨,131,1114,191467 ,"57150",2,4
치킨,달닭,100,6,46131 ,"35860",0,0
치킨,에디슨치킨,132,12,29247 ,"30826",0,8
치킨,모던통닭,55,21,359935 ,"77680",23,47
치킨,도담치킨,58,15,262904 ,"114400",0,40
치킨,치르치르,122,15,293883 ,"115740",0,86
치킨,용달통닭,56,10,174788 ,"47100",10,30
치킨,페리카나,480,1126,121270 ,"33950",2,4
치킨,꼬꼬시티앤제이빅,110,18,110147 ,"52130",44,22
치킨,오닭꼬치,56,96,122267 ,"42295",30,0
치킨,범프리카인생치킨,38,51,314520 ,"47900",60,11
치킨,836숯불바베큐치킨,58,14,123678 ,"35660",14,14
치킨,만년닭강정,52,42,147377 ,"51050",21,21
치킨,아웃닭,125,64,553944 ,"93350",14,0
치킨,매드후라이치킨,124,22,252559 ,"67760",36,31
치킨,치킨선수,33,6,151896 ,"49950",83,16
치킨,무봤나 촌닭,215,28,303731 ,"77010",0,21
치킨,치뽁(CHIPPOK),19,10,129487 ,"40105",100,0
치킨,빅원치킨,40,25,107780 ,"41535",100,16
치킨,비비큐(BBQ),306,1604,577875 ,"90789",5,7
치킨,명랑한찜닭,47,25,172025 ,"66350",100,20
치킨,본스치킨,167,162,77857 ,"85205",3,8
치킨,쭈노치킨가게,217,32,86727 ,"38850",9,28
치킨,투마리치킨,128,21,91641 ,"37695",0,42
치킨,전설의치킨,132,60,165538 ,"50950",13,16
치킨,호호닭발,83,8,273990 ,"84600",12,12
치킨,앗싸마늘닭,77,9,142810 ,"48200",100,100
치킨,똥집의 달인,119,9,87691 ,"29490",11,0
치킨,치킨뱅이,231,60,285013 ,"72180",0,8
치킨,삼통치킨,272,24,357179 ,"76800",4,20
치킨,다사랑,223,107,345175 ,"142800",4,12
치킨,치킨의민족,28,93,106167 ,"50900",100,22
치킨,브라운치킨,141,11,163171 ,"59180",0,54
치킨,치특,36,5,105287 ,"51050",100,0
치킨,봉이치킨,110,61,87930 ,"25300",37,52
치킨,신진통닭,21,5,477172 ,"49380",100,0
치킨,문진옥숯불바베큐치킨,34,6,136905 ,"44250",50,0
치킨,칠칠켄터키,105,23,461980 ,"83300",8,0
치킨,동근이숯불두마리치킨,50,51,241231 ,"56920",33,17
치킨,꾼닭(koondak),118,6,172263 ,"183500",0,16
치킨,두마리치킨마당,34,9,297079 ,"37370",88,33
치킨,치킨이남달라,33,8,368766 ,"53260",62,12
치킨,더기발한치킨(The기발한치킨),117,25,159737 ,"74300",4,20
치킨,청춘명랑치킨,25,11,342922 ,"59938",100,0
치킨,투존치킨,131,198,176187 ,"57290",16,21
치킨,훌랄라숯불치킨,151,267,130086 ,"108150",4,21
치킨,태권치킨,63,17,224523 ,"86250",5,0
치킨,두리아,247,35,151908 ,"63490",5,42
치킨,토닭토닭양념치킨,161,5,72468 ,"49970",0,0
치킨,삼십구치킨,141,24,58654 ,"55044",8,8
치킨,둘둘치킨,285,121,48124 ,"65800",1,15
치킨,바비후,51,8,348528 ,"109400",12,12
치킨,피니치니,179,8,101271 ,"42350",12,50
치킨,오빠담치킨,33,11,109256 ,"13400",36,90
치킨,코리안바베큐,276,138,119256 ,"71000",2,9
치킨,펀비어킹,132,293,361400 ,"122250",25,9
치킨,닭깡,105,10,98183 ,"28380",40,0
치킨,씨에프숯불바베큐치킨,269,36,53252 ,"39050",0,16
치킨,컬투치킨,120,99,177675 ,"43570",38,30
치킨,코리엔탈깻잎두마리치킨,83,168,112883 ,"7571",11,34
치킨,수상한탕수육,40,49,11269 ,"7458",4,91
치킨,마파치킨,136,9,237760 ,"36300",0,11
치킨,치킨더홈,166,148,197242 ,"32160",31,18
치킨,존슨켄터키,77,17,91332 ,"90550",0,5
치킨,치킨신드롬,217,161,133596 ,"41150",41,18
치킨,경아두마리치킨,195,72,154867 ,"28100",36,16
치킨,치킨과 바람피자,42,65,254014 ,"43120",55,13
치킨,파-닭에파무쳐,158,24,247278 ,"20900",4,4
치킨,치킨히어로,113,21,159925 ,"52200",0,19
치킨,부뚜막치킨,101,16,125005 ,"12450",18,31
치킨,오늘통닭,150,55,220328 ,"60200",34,23
치킨,김종용누룽지통닭,65,8,401812 ,"93550",62,0
치킨,김진철동래통닭,104,25,247724 ,"84380",12,28
치킨,범벅치킨,86,4,176133 ,"64700",50,25
치킨,철인7호,89,28,214406 ,"69650",28,17
치킨,진미대왕통닭,21,37,201686 ,"39300",64,2
치킨,무성구어바베큐치킨,156,15,70849 ,"32150",13,6
치킨,백년가마솥옛날통닭,50,20,113316 ,"36300",55,5
치킨,아주커,272,57,241479 ,"32300",5,14
치킨,허갈닭강정,35,56,82338 ,"18200",16,21
치킨,온고지신 통닭元,33,28,199439 ,"28500",10,25
치킨,계동치킨,198,108,36424 ,"32450",6,11
치킨,치킨커플,119,7,161826 ,"97700",0,71
치킨,지코바양념치킨,302,516,231124 ,"57000",9,1
치킨,조선CH.S치킨,215,24,161417 ,"11500",8,12
치킨,교촌치킨,321,1157,652690 ,"106684",7,0
치킨,1987금빛통닭,52,7,173714 ,"78890",0,57
치킨,DDC치킨,47,29,40918 ,"45665",20,24
치킨,치킨처럼,81,9,281107 ,"133900",0,66
치킨,투마리나,37,11,104511 ,"48300",81,100
치킨,아침닭,62,16,109352 ,"18200",37,100
치킨,사바사바치킨앤비어,210,10,245644 ,"67300",0,30
치킨,가마로강정,107,134,201899 ,"36100",16,8
치킨,꼬레랑,34,22,136800 ,"87450",27,13
치킨,국제통닭,48,31,185356 ,"43065",32,16
치킨,낭만치킨,56,22,235941 ,"46390",27,18
치킨,또봉이통닭,108,524,106444 ,"28060",13,17
치킨,해두리치킨,111,25,248112 ,"37000",24,36
치킨,맥켄치킨,230,22,85527 ,"6400",0,4
치킨,허대구 대구통닭,113,22,340911 ,"160183",18,13
치킨,치킨더비,92,5,280200 ,"113650",0,100
치킨,보드람 치킨,233,162,219018 ,"75900",6,4
치킨,꼬꼬팜,43,7,90188 ,"24815",14,0
치킨,하이꼬꼬,88,27,285721 ,"62150",29,18
치킨,독가마 숯불치킨,44,7,78968 ,"47100",57,14
치킨,알통떡강정,110,150,107173 ,"27600",16,6
치킨,로타리치킨상회,25,6,206032 ,"57980",100,0
치킨,본초불닭발,98,35,63042 ,"43350",28,48
치킨,영 아맛나,37,7,130303 ,"15970",14,0
치킨,지랄닭발,24,26,301094 ,"52800",100,0
치킨,맥시칸치킨,426,339,87952 ,"30300",2,9
치킨,못말리는파닭,165,62,151605 ,"45900",4,29
치킨,노랑통닭,141,430,433999 ,"53300",20,1
치킨,울통치킨,47,5,279924 ,"74600",40,0
치킨,아리아리닭강정,110,17,46324 ,"52500",17,29
치킨,꿀딱,108,5,134707 ,"36770",20,20
치킨,숯양두마리치킨,35,5,201326 ,"52050",20,20
치킨,냠냠숯불두마리치킨,23,11,271714 ,"46100",100,0
치킨,오후엔치킨,82,5,171980 ,"58180",0,60
치킨,둘마니치킨,68,10,106320 ,"41800",0,10
치킨,비에이치씨(BHC),198,1518,435093 ,"80130",10,7
치킨,후라이드참잘하는집,48,42,446688 ,"35600",100,2
피자,미스터피자,294,235,349280 ,"236253",3,13
피자,아이러브피자,166,28,98578 ,"46000",0,21
피자,피자나라 치킨공주,213,354,337438 ,"55450",14,5
피자,자가제빵 선명희피자,33,29,379721 ,"56800",68,3
피자,피자닷,16,8,178681 ,"34012",100,0
피자,미사랑임실치즈피자,176,8,57819 ,"74792",0,25
피자,도미노피자,365,353,748081 ,"247250",3,0
피자,피자헛,280,319,717028 ,"239071",3,3
피자,1830피자,38,5,194673 ,"69850",20,0
피자,피자몰,274,6,473914 ,"522600",0,16
피자,파파존스피자,195,148,451966 ,"193119",18,0
피자,옐로우피자(YELLOW PIZZA),84,22,285582 ,"53680",45,9
피자,임실치즈피자,264,24,47558 ,"76750",4,29
피자,피치랑,82,18,198759 ,"42600",94,44
피자,PIZZA BOX(피자박스),52,7,322286 ,"29170",42,14
피자,피자에땅,263,236,160388 ,"108780",1,8
피자,7번가피자,289,185,237440 ,"85500",7,4
피자,피자헤븐,145,72,229903 ,"70797",13,23
피자,피자파는집,24,60,275366 ,"54450",100,0
피자,뽕뜨락피자,137,164,134515 ,"83900",5,23
피자,59피자(오구피자),153,523,126663 ,"53900",2,8
피자,고피자(GOPIZZA),33,38,262949 ,"81300",89,10
피자,오리지널시카고,75,14,380343 ,"227700",28,14
피자,엘에이치씨피자탑(LHC PIZZA TOP),30,21,299964 ,"58600",80,0
피자,반올림피자샵,77,231,422230 ,"36300",6,1
피자,자연임실치즈피자,74,18,199931 ,"58550",16,16
피자,나루에프엔비톰스(나루F&B톰스),43,5,121023 ,"44800",0,40
피자,후니피자,125,16,70949 ,"55800",0,12
피자,엘리펀트피자(ELEPHANT PIZZA),32,7,256187 ,"41800",42,0
피자,청년피자,36,157,310145 ,"43076",75,7
피자,한명숙피자치킨,175,10,92040 ,"40700",0,10
피자,피제이(PJ)피자,9,21,303485 ,"59970",100,4
피자,피굽남피자,22,18,209255 ,"51480",100,0
피자,피자알볼로,162,269,406608 ,"106200",2,3
피자,피자1번가,93,25,55576 ,"50050",0,20
피자,빨간모자피자,188,19,250921 ,"80185",31,15
피자,피자스쿨,178,574,149243 ,"63500",1,1
피자,피자스쿨,110,312,149243 ,"63500",2,3
피자,피자마루,170,619,150390 ,"62680",5,4
피자,남자피자,110,25,214096 ,"72800",12,8
피자,임실N치즈피자,185,71,149280 ,"102245",0,22
피자,킹스타피자,72,49,144877 ,"67200",18,6
피자,난타5000피자,109,119,102934 ,"65700",5,8
피자,낙원스낵,64,8,378630 ,"98500",12,12
피자,피맥하우스,11,17,307083 ,"75580",35,0
피자,강정구의피자생각,167,48,287981 ,"102700",25,27
피자,피자브라더스,35,20,323789 ,"42400",70,15
피자,파파밸리피자,97,11,194740 ,"100000",72,45
피자,피자애,74,62,139236 ,"56810",19,24
피자,리골레토 시카고피자,74,10,472854 ,"100350",0,50
피자,피스타키친(PISTAR KITCHEN),25,6,176000 ,"72500",100,0
피자,화덕피자 파숑,78,8,97935 ,"64400",0,50
피자,영구스피자,164,45,146610 ,"90800",22,24
피자,빚짜(BEEZZA),53,10,270290 ,"80000",40,20
피자,수피자,53,45,120372 ,"36300",11,2
피자,유로코피자(EUROKO PIZZA),44,139,246957 ,"65900",46,10
피자,피자빅,116,22,121372 ,"45550",22,13
피자,빅스타피자(Bigstar Pizza),79,79,259250 ,"64020",16,22
피자,피자와 치킨의 러브레터,193,59,115709 ,"36100",15,30
피자,피자 비토랩,25,20,218777 ,"51125",100,0
피자,라오니피자,33,37,205056 ,"20700",67,8
피자,착한피자,52,27,292101 ,"58300",33,0
피자,피자베이,67,10,282083 ,"38750",40,30
피자,브로피자,42,58,152159 ,"20040",44,12
피자,네오피자,55,88,261947 ,"32570",18,5
피자,피자빙고,183,57,27536 ,"56370",1,14
피자,미스터파파임실치즈피자,156,19,33368 ,"53150",0,0
피자,피자명인,70,11,144031 ,"33790",0,0
피자,긱스피자,28,15,327601 ,"67550",93,0
피자,Port' Albs 피자굼터,179,6,70217 ,"54450",0,33
피자,오르새피자,49,28,228800 ,"59100",32,21
제과제빵,명랑시대쌀핫도그,54,651,170002 ,"39710",7,7
제과제빵,이츠굿베이커리카페,70,16,158558 ,"164500",6,56
제과제빵,카페더치즈케익,63,6,273660 ,"141790",33,0
제과제빵,망원동티라미수,42,7,594930 ,"91330",28,71
제과제빵,스트릿츄러스,84,66,213055 ,"84512",24,13
제과제빵,홍루이젠,36,280,306639 ,"80350",48,4
제과제빵,베러댄와플,22,62,79484 ,"56000",100,0
제과제빵,대만샌드위치 티앙웨이,25,30,126771 ,"67100",100,6
제과제빵,빠아앙,42,7,280171 ,"82970",57,28
제과제빵,정도너츠,178,12,117251 ,"144650",8,25
